trial,configuration,scenario,gas_source,person_source,gas_detected_during_release,gas_false_file_before_release,steps,g2_seconds,p2_seconds,joint_l3_seconds,first_joint_l3_s,pre_release_joint_l3_seconds,unknown_seconds,paired_seconds,zone_mismatch_seconds,boundary_uncertain_seconds,gas_invalid_seconds,person_invalid_seconds,person_p2_gas_missing_lower_bound_fail,gas_g2_person_missing_lower_bound_fail
054_Et_M_CO_L,M/CO/L,S4_stale_gas,UCI309_laboratory,simulation,1,0,215,149,35,39,85.0,0,10,205,0,0,10,0,0,0
058_Et_M_CO_H,M/CO/H,S0_outside,UCI309_laboratory,simulation,1,0,215,160,0,0,,0,0,215,0,0,0,0,0,0
058_Et_M_CO_H,M/CO/H,S1_early_background,UCI309_laboratory,simulation,1,0,35,0,12,0,,0,0,35,0,0,0,0,0,0
058_Et_M_CO_H,M/CO/H,S2_possible_overlap,UCI309_laboratory,simulation,1,0,215,160,35,49,85.0,0,0,215,0,0,0,0,0,0
058_Et_M_CO_H,M/CO/H,S3_separate_events,UCI309_laboratory,simulation,1,0,215,160,12,0,,0,0,215,0,0,0,0,0,0
058_Et_M_CO_H,M/CO/H,S4_gas_dropout,UCI309_laboratory,simulation,1,0,215,148,35,37,85.0,0,10,205,0,0,10,0,0,0
058_Et_M_CO_H,M/CO/H,S4_person_dropout,UCI309_laboratory,simulation,1,0,215,160,25,39,85.0,0,10,205,0,0,0,10,0,0
058_Et_M_CO_H,M/CO/H,S4_wrong_zone,UCI309_laboratory,simulation,1,0,215,160,35,39,85.0,0,10,205,10,0,0,0,0,0
058_Et_M_CO_H,M/CO/H,S4_stale_gas,UCI309_laboratory,simulation,1,0,215,150,35,39,85.0,0,10,205,0,0,10,0,0,0
061_Et_M_Me_n,M/Me/n,S0_outside,UCI309_laboratory,simulation,1,0,215,158,0,0,,0,0,215,0,0,0,0,0,0
061_Et_M_Me_n,M/Me/n,S1_early_background,UCI309_laboratory,simulation,1,0,35,0,12,0,,0,0,35,0,0,0,0,0,0
061_Et_M_Me_n,M/Me/n,S2_possible_overlap,UCI309_laboratory,simulation,1,0,215,158,35,49,85.0,0,0,215,0,0,0,0,0,0
061_Et_M_Me_n,M/Me/n,S3_separate_events,UCI309_laboratory,simulation,1,0,215,158,12,0,,0,0,215,0,0,0,0,0,0
061_Et_M_Me_n,M/Me/n,S4_gas_dropout,UCI309_laboratory,simulation,1,0,215,146,35,37,85.0,0,10,205,0,0,10,0,0,0
061_Et_M_Me_n,M/Me/n,S4_person_dropout,UCI309_laboratory,simulation,1,0,215,158,25,39,85.0,0,10,205,0,0,0,10,0,0
061_Et_M_Me_n,M/Me/n,S4_wrong_zone,UCI309_laboratory,simulation,1,0,215,158,35,39,85.0,0,10,205,10,0,0,0,0,0
061_Et_M_Me_n,M/Me/n,S4_stale_gas,UCI309_laboratory,simulation,1,0,215,148,35,39,85.0,0,10,205,0,0,10,0,0,0
062_Et_n_CO_L,n/CO/L,S0_outside,UCI309_laboratory,simulation,1,0,215,151,0,0,,0,0,215,0,0,0,0,0,0
062_Et_n_CO_L,n/CO/L,S1_early_background,UCI309_laboratory,simulation,1,0,35,0,12,0,,0,0,35,0,0,0,0,0,0
062_Et_n_CO_L,n/CO/L,S2_possible_overlap,UCI309_laboratory,simulation,1,0,215,151,35,44,90.0,0,0,215,0,0,0,0,0,0
062_Et_n_CO_L,n/CO/L,S3_separate_events,UCI309_laboratory,simulation,1,0,215,151,12,0,,0,0,215,0,0,0,0,0,0
062_Et_n_CO_L,n/CO/L,S4_gas_dropout,UCI309_laboratory,simulation,1,0,215,139,35,32,90.0,0,10,205,0,0,10,0,0,0
062_Et_n_CO_L,n/CO/L,S4_person_dropout,UCI309_laboratory,simulation,1,0,215,151,25,34,90.0,0,10,205,0,0,0,10,0,0
062_Et_n_CO_L,n/CO/L,S4_wrong_zone,UCI309_laboratory,simulation,1,0,215,151,35,34,90.0,0,10,205,10,0,0,0,0,0
062_Et_n_CO_L,n/CO/L,S4_stale_gas,UCI309_laboratory,simulation,1,0,215,141,35,34,90.0,0,10,205,0,0,10,0,0,0
070_Et_L_CO_H,L/CO/H,S0_outside,UCI309_laboratory,simulation,1,0,215,157,0,0,,0,0,215,0,0,0,0,0,0
070_Et_L_CO_H,L/CO/H,S1_early_background,UCI309_laboratory,simulation,1,0,35,0,12,0,,0,0,35,0,0,0,0,0,0
070_Et_L_CO_H,L/CO/H,S2_possible_overlap,UCI309_laboratory,simulation,1,0,215,157,35,49,85.0,0,0,215,0,0,0,0,0,0
070_Et_L_CO_H,L/CO/H,S3_separate_events,UCI309_laboratory,simulation,1,0,215,157,12,0,,0,0,215,0,0,0,0,0,0
070_Et_L_CO_H,L/CO/H,S4_gas_dropout,UCI309_laboratory,simulation,1,0,215,145,35,37,85.0,0,10,205,0,0,10,0,0,0
070_Et_L_CO_H,L/CO/H,S4_person_dropout,UCI309_laboratory,simulation,1,0,215,157,25,39,85.0,0,10,205,0,0,0,10,0,0
070_Et_L_CO_H,L/CO/H,S4_wrong_zone,UCI309_laboratory,simulation,1,0,215,157,35,39,85.0,0,10,205,10,0,0,0,0,0
070_Et_L_CO_H,L/CO/H,S4_stale_gas,UCI309_laboratory,simulation,1,0,215,147,35,39,85.0,0,10,205,0,0,10,0,0,0
074_Et_H_CO_L,H/CO/L,S0_outside,UCI309_laboratory,simulation,1,0,215,161,0,0,,0,0,215,0,0,0,0,0,0
074_Et_H_CO_L,H/CO/L,S1_early_background,UCI309_laboratory,simulation,1,0,35,0,12,0,,0,0,35,0,0,0,0,0,0
074_Et_H_CO_L,H/CO/L,S2_possible_overlap,UCI309_laboratory,simulation,1,0,215,161,35,49,85.0,0,0,215,0,0,0,0,0,0
074_Et_H_CO_L,H/CO/L,S3_separate_events,UCI309_laboratory,simulation,1,0,215,161,12,0,,0,0,215,0,0,0,0,0,0
074_Et_H_CO_L,H/CO/L,S4_gas_dropout,UCI309_laboratory,simulation,1,0,215,149,35,37,85.0,0,10,205,0,0,10,0,0,0
074_Et_H_CO_L,H/CO/L,S4_person_dropout,UCI309_laboratory,simulation,1,0,215,161,25,39,85.0,0,10,205,0,0,0,10,0,0
074_Et_H_CO_L,H/CO/L,S4_wrong_zone,UCI309_laboratory,simulation,1,0,215,161,35,39,85.0,0,10,205,10,0,0,0,0,0
074_Et_H_CO_L,H/CO/L,S4_stale_gas,UCI309_laboratory,simulation,1,0,215,151,35,39,85.0,0,10,205,0,0,10,0,0,0
079_Et_L_Me_n,L/Me/n,S0_outside,UCI309_laboratory,simulation,1,0,215,153,0,0,,0,0,215,0,0,0,0,0,0
079_Et_L_Me_n,L/Me/n,S1_early_background,UCI309_laboratory,simulation,1,0,35,0,12,0,,0,0,35,0,0,0,0,0,0
079_Et_L_Me_n,L/Me/n,S2_possible_overlap,UCI309_laboratory,simulation,1,0,215,153,35,46,88.0,0,0,215,0,0,0,0,0,0
079_Et_L_Me_n,L/Me/n,S3_separate_events,UCI309_laboratory,simulation,1,0,215,153,12,0,,0,0,215,0,0,0,0,0,0
079_Et_L_Me_n,L/Me/n,S4_gas_dropout,UCI309_laboratory,simulation,1,0,215,141,35,34,88.0,0,10,205,0,0,10,0,0,0
079_Et_L_Me_n,L/Me/n,S4_person_dropout,UCI309_laboratory,simulation,1,0,215,153,25,36,88.0,0,10,205,0,0,0,10,0,0
079_Et_L_Me_n,L/Me/n,S4_wrong_zone,UCI309_laboratory,simulation,1,0,215,153,35,36,88.0,0,10,205,10,0,0,0,0,0
079_Et_L_Me_n,L/Me/n,S4_stale_gas,UCI309_laboratory,simulation,1,0,215,143,35,36,88.0,0,10,205,0,0,10,0,0,0
082_Et_L_CO_L,L/CO/L,S0_outside,UCI309_laboratory,simulation,1,0,215,156,0,0,,0,0,215,0,0,0,0,0,0
082_Et_L_CO_L,L/CO/L,S1_early_background,UCI309_laboratory,simulation,1,0,35,0,12,0,,0,0,35,0,0,0,0,0,0
082_Et_L_CO_L,L/CO/L,S2_possible_overlap,UCI309_laboratory,simulation,1,0,215,156,35,49,85.0,0,0,215,0,0,0,0,0,0
082_Et_L_CO_L,L/CO/L,S3_separate_events,UCI309_laboratory,simulation,1,0,215,156,12,0,,0,0,215,0,0,0,0,0,0
082_Et_L_CO_L,L/CO/L,S4_gas_dropout,UCI309_laboratory,simulation,1,0,215,144,35,37,85.0,0,10,205,0,0,10,0,0,0
082_Et_L_CO_L,L/CO/L,S4_person_dropout,UCI309_laboratory,simulation,1,0,215,156,25,39,85.0,0,10,205,0,0,0,10,0,0
082_Et_L_CO_L,L/CO/L,S4_wrong_zone,UCI309_laboratory,simulation,1,0,215,156,35,39,85.0,0,10,205,10,0,0,0,0,0
082_Et_L_CO_L,L/CO/L,S4_stale_gas,UCI309_laboratory,simulation,1,0,215,146,35,39,85.0,0,10,205,0,0,10,0,0,0
083_Et_H_Me_H,H/Me/H,S0_outside,UCI309_laboratory,simulation,1,0,215,159,0,0,,0,0,215,0,0,0,0,0,0
083_Et_H_Me_H,H/Me/H,S1_early_background,UCI309_laboratory,simulation,1,0,35,0,12,0,,0,0,35,0,0,0,0,0,0
083_Et_H_Me_H,H/Me/H,S2_possible_overlap,UCI309_laboratory,simulation,1,0,215,159,35,49,85.0,0,0,215,0,0,0,0,0,0
083_Et_H_Me_H,H/Me/H,S3_separate_events,UCI309_laboratory,simulation,1,0,215,159,12,0,,0,0,215,0,0,0,0,0,0
083_Et_H_Me_H,H/Me/H,S4_gas_dropout,UCI309_laboratory,simulation,1,0,215,147,35,37,85.0,0,10,205,0,0,10,0,0,0
083_Et_H_Me_H,H/Me/H,S4_person_dropout,UCI309_laboratory,simulation,1,0,215,159,25,39,85.0,0,10,205,0,0,0,10,0,0
083_Et_H_Me_H,H/Me/H,S4_wrong_zone,UCI309_laboratory,simulation,1,0,215,159,35,39,85.0,0,10,205,10,0,0,0,0,0
083_Et_H_Me_H,H/Me/H,S4_stale_gas,UCI309_laboratory,simulation,1,0,215,149,35,39,85.0,0,10,205,0,0,10,0,0,0
084_Et_L_CO_M,L/CO/M,S0_outside,UCI309_laboratory,simulation,1,0,215,158,0,0,,0,0,215,0,0,0,0,0,0
084_Et_L_CO_M,L/CO/M,S1_early_background,UCI309_laboratory,simulation,1,0,35,0,12,0,,0,0,35,0,0,0,0,0,0
084_Et_L_CO_M,L/CO/M,S2_possible_overlap,UCI309_laboratory,simulation,1,0,215,158,35,49,85.0,0,0,215,0,0,0,0,0,0
084_Et_L_CO_M,L/CO/M,S3_separate_events,UCI309_laboratory,simulation,1,0,215,158,12,0,,0,0,215,0,0,0,0,0,0
084_Et_L_CO_M,L/CO/M,S4_gas_dropout,UCI309_laboratory,simulation,1,0,215,146,35,37,85.0,0,10,205,0,0,10,0,0,0
084_Et_L_CO_M,L/CO/M,S4_person_dropout,UCI309_laboratory,simulation,1,0,215,158,25,39,85.0,0,10,205,0,0,0,10,0,0
084_Et_L_CO_M,L/CO/M,S4_wrong_zone,UCI309_laboratory,simulation,1,0,215,158,35,39,85.0,0,10,205,10,0,0,0,0,0
084_Et_L_CO_M,L/CO/M,S4_stale_gas,UCI309_laboratory,simulation,1,0,215,148,35,39,85.0,0,10,205,0,0,10,0,0,0
090_Et_n_CO_M,n/CO/M,S0_outside,UCI309_laboratory,simulation,1,0,215,153,0,0,,0,0,215,0,0,0,0,0,0
090_Et_n_CO_M,n/CO/M,S1_early_background,UCI309_laboratory,simulation,1,0,35,0,12,0,,0,0,35,0,0,0,0,0,0
090_Et_n_CO_M,n/CO/M,S2_possible_overlap,UCI309_laboratory,simulation,1,0,215,153,35,46,88.0,0,0,215,0,0,0,0,0,0
090_Et_n_CO_M,n/CO/M,S3_separate_events,UCI309_laboratory,simulation,1,0,215,153,12,0,,0,0,215,0,0,0,0,0,0
090_Et_n_CO_M,n/CO/M,S4_gas_dropout,UCI309_laboratory,simulation,1,0,215,141,35,34,88.0,0,10,205,0,0,10,0,0,0
090_Et_n_CO_M,n/CO/M,S4_person_dropout,UCI309_laboratory,simulation,1,0,215,153,25,36,88.0,0,10,205,0,0,0,10,0,0
090_Et_n_CO_M,n/CO/M,S4_wrong_zone,UCI309_laboratory,simulation,1,0,215,153,35,36,88.0,0,10,205,10,0,0,0,0,0
090_Et_n_CO_M,n/CO/M,S4_stale_gas,UCI309_laboratory,simulation,1,0,215,143,35,36,88.0,0,10,205,0,0,10,0,0,0
091_Et_n_Me_H,n/Me/H,S0_outside,UCI309_laboratory,simulation,1,0,215,33,0,0,,0,0,215,0,0,0,0,0,0
091_Et_n_Me_H,n/Me/H,S1_early_background,UCI309_laboratory,simulation,1,0,35,0,12,0,,0,0,35,0,0,0,0,0,0
091_Et_n_Me_H,n/Me/H,S2_possible_overlap,UCI309_laboratory,simulation,1,0,215,33,35,0,,0,0,215,0,0,0,0,0,0
091_Et_n_Me_H,n/Me/H,S3_separate_events,UCI309_laboratory,simulation,1,0,215,33,12,0,,0,0,215,0,0,0,0,0,0
091_Et_n_Me_H,n/Me/H,S4_gas_dropout,UCI309_laboratory,simulation,1,0,215,33,35,0,,0,10,205,0,0,10,0,0,0
091_Et_n_Me_H,n/Me/H,S4_person_dropout,UCI309_laboratory,simulation,1,0,215,33,25,0,,0,10,205,0,0,0,10,0,0
091_Et_n_Me_H,n/Me/H,S4_wrong_zone,UCI309_laboratory,simulation,1,0,215,33,35,0,,0,10,205,10,0,0,0,0,0
091_Et_n_Me_H,n/Me/H,S4_stale_gas,UCI309_laboratory,simulation,1,0,215,33,35,0,,0,10,205,0,0,10,0,0,0
094_Et_H_CO_M,H/CO/M,S0_outside,UCI309_laboratory,simulation,1,0,215,160,0,0,,0,0,215,0,0,0,0,0,0
094_Et_H_CO_M,H/CO/M,S1_early_background,UCI309_laboratory,simulation,1,0,35,0,12,0,,0,0,35,0,0,0,0,0,0
094_Et_H_CO_M,H/CO/M,S2_possible_overlap,UCI309_laboratory,simulation,1,0,215,160,35,49,85.0,0,0,215,0,0,0,0,0,0
094_Et_H_CO_M,H/CO/M,S3_separate_events,UCI309_laboratory,simulation,1,0,215,160,12,0,,0,0,215,0,0,0,0,0,0
094_Et_H_CO_M,H/CO/M,S4_gas_dropout,UCI309_laboratory,simulation,1,0,215,148,35,37,85.0,0,10,205,0,0,10,0,0,0
094_Et_H_CO_M,H/CO/M,S4_person_dropout,UCI309_laboratory,simulation,1,0,215,160,25,39,85.0,0,10,205,0,0,0,10,0,0
094_Et_H_CO_M,H/CO/M,S4_wrong_zone,UCI309_laboratory,simulation,1,0,215,160,35,39,85.0,0,10,205,10,0,0,0,0,0
094_Et_H_CO_M,H/CO/M,S4_stale_gas,UCI309_laboratory,simulation,1,0,215,150,35,39,85.0,0,10,205,0,0,10,0,0,0
095_Et_M_Me_n,M/Me/n,S0_outside,UCI309_laboratory,simulation,1,0,215,158,0,0,,0,0,215,0,0,0,0,0,0
095_Et_M_Me_n,M/Me/n,S1_early_background,UCI309_laboratory,simulation,1,0,35,0,12,0,,0,0,35,0,0,0,0,0,0
095_Et_M_Me_n,M/Me/n,S2_possible_overlap,UCI309_laboratory,simulation,1,0,215,158,35,49,85.0,0,0,215,0,0,0,0,0,0
095_Et_M_Me_n,M/Me/n,S3_separate_events,UCI309_laboratory,simulation,1,0,215,158,12,0,,0,0,215,0,0,0,0,0,0
095_Et_M_Me_n,M/Me/n,S4_gas_dropout,UCI309_laboratory,simulation,1,0,215,146,35,37,85.0,0,10,205,0,0,10,0,0,0
095_Et_M_Me_n,M/Me/n,S4_person_dropout,UCI309_laboratory,simulation,1,0,215,158,25,39,85.0,0,10,205,0,0,0,10,0,0
095_Et_M_Me_n,M/Me/n,S4_wrong_zone,UCI309_laboratory,simulation,1,0,215,158,35,39,85.0,0,10,205,10,0,0,0,0,0
095_Et_M_Me_n,M/Me/n,S4_stale_gas,UCI309_laboratory,simulation,1,0,215,148,35,39,85.0,0,10,205,0,0,10,0,0,0
099_Et_L_Me_H,L/Me/H,S0_outside,UCI309_laboratory,simulation,1,0,215,154,0,0,,0,0,215,0,0,0,0,0,0
099_Et_L_Me_H,L/Me/H,S1_early_background,UCI309_laboratory,simulation,1,0,35,0,12,0,,0,0,35,0,0,0,0,0,0
099_Et_L_Me_H,L/Me/H,S2_possible_overlap,UCI309_laboratory,simulation,1,0,215,154,35,47,87.0,0,0,215,0,0,0,0,0,0
099_Et_L_Me_H,L/Me/H,S3_separate_events,UCI309_laboratory,simulation,1,0,215,154,12,0,,0,0,215,0,0,0,0,0,0
099_Et_L_Me_H,L/Me/H,S4_gas_dropout,UCI309_laboratory,simulation,1,0,215,142,35,35,87.0,0,10,205,0,0,10,0,0,0
099_Et_L_Me_H,L/Me/H,S4_person_dropout,UCI309_laboratory,simulation,1,0,215,154,25,37,87.0,0,10,205,0,0,0,10,0,0
099_Et_L_Me_H,L/Me/H,S4_wrong_zone,UCI309_laboratory,simulation,1,0,215,154,35,37,87.0,0,10,205,10,0,0,0,0,0
099_Et_L_Me_H,L/Me/H,S4_stale_gas,UCI309_laboratory,simulation,1,0,215,144,35,37,87.0,0,10,205,0,0,10,0,0,0
103_Et_L_Me_M,L/Me/M,S0_outside,UCI309_laboratory,simulation,1,0,215,145,0,0,,0,0,215,0,0,0,0,0,0
103_Et_L_Me_M,L/Me/M,S1_early_background,UCI309_laboratory,simulation,1,0,35,0,12,0,,0,0,35,0,0,0,0,0,0
103_Et_L_Me_M,L/Me/M,S2_possible_overlap,UCI309_laboratory,simulation,1,0,215,145,35,38,96.0,0,0,215,0,0,0,0,0,0
103_Et_L_Me_M,L/Me/M,S3_separate_events,UCI309_laboratory,simulation,1,0,215,145,12,0,,0,0,215,0,0,0,0,0,0
103_Et_L_Me_M,L/Me/M,S4_gas_dropout,UCI309_laboratory,simulation,1,0,215,133,35,26,96.0,0,10,205,0,0,10,0,0,0
103_Et_L_Me_M,L/Me/M,S4_person_dropout,UCI309_laboratory,simulation,1,0,215,145,25,28,96.0,0,10,205,0,0,0,10,0,0
103_Et_L_Me_M,L/Me/M,S4_wrong_zone,UCI309_laboratory,simulation,1,0,215,145,35,28,96.0,0,10,205,10,0,0,0,0,0
103_Et_L_Me_M,L/Me/M,S4_stale_gas,UCI309_laboratory,simulation,1,0,215,135,35,28,96.0,0,10,205,0,0,10,0,0,0
109_Et_H_Me_L,H/Me/L,S0_outside,UCI309_laboratory,simulation,1,0,215,160,0,0,,0,0,215,0,0,0,0,0,0
109_Et_H_Me_L,H/Me/L,S1_early_background,UCI309_laboratory,simulation,1,0,35,0,12,0,,0,0,35,0,0,0,0,0,0
109_Et_H_Me_L,H/Me/L,S2_possible_overlap,UCI309_laboratory,simulation,1,0,215,160,35,49,85.0,0,0,215,0,0,0,0,0,0
109_Et_H_Me_L,H/Me/L,S3_separate_events,UCI309_laboratory,simulation,1,0,215,160,12,0,,0,0,215,0,0,0,0,0,0
109_Et_H_Me_L,H/Me/L,S4_gas_dropout,UCI309_laboratory,simulation,1,0,215,148,35,37,85.0,0,10,205,0,0,10,0,0,0
109_Et_H_Me_L,H/Me/L,S4_person_dropout,UCI309_laboratory,simulation,1,0,215,160,25,39,85.0,0,10,205,0,0,0,10,0,0
109_Et_H_Me_L,H/Me/L,S4_wrong_zone,UCI309_laboratory,simulation,1,0,215,160,35,39,85.0,0,10,205,10,0,0,0,0,0
109_Et_H_Me_L,H/Me/L,S4_stale_gas,UCI309_laboratory,simulation,1,0,215,150,35,39,85.0,0,10,205,0,0,10,0,0,0
110_Et_M_CO_n,M/CO/n,S0_outside,UCI309_laboratory,simulation,1,0,215,158,0,0,,0,0,215,0,0,0,0,0,0
110_Et_M_CO_n,M/CO/n,S1_early_background,UCI309_laboratory,simulation,1,0,35,0,12,0,,0,0,35,0,0,0,0,0,0
110_Et_M_CO_n,M/CO/n,S2_possible_overlap,UCI309_laboratory,simulation,1,0,215,158,35,49,85.0,0,0,215,0,0,0,0,0,0
110_Et_M_CO_n,M/CO/n,S3_separate_events,UCI309_laboratory,simulation,1,0,215,158,12,0,,0,0,215,0,0,0,0,0,0
110_Et_M_CO_n,M/CO/n,S4_gas_dropout,UCI309_laboratory,simulation,1,0,215,146,35,37,85.0,0,10,205,0,0,10,0,0,0
110_Et_M_CO_n,M/CO/n,S4_person_dropout,UCI309_laboratory,simulation,1,0,215,158,25,39,85.0,0,10,205,0,0,0,10,0,0
110_Et_M_CO_n,M/CO/n,S4_wrong_zone,UCI309_laboratory,simulation,1,0,215,158,35,39,85.0,0,10,205,10,0,0,0,0,0
110_Et_M_CO_n,M/CO/n,S4_stale_gas,UCI309_laboratory,simulation,1,0,215,148,35,39,85.0,0,10,205,0,0,10,0,0,0
116_Et_L_CO_L,L/CO/L,S0_outside,UCI309_laboratory,simulation,1,0,215,156,0,0,,0,0,215,0,0,0,0,0,0
116_Et_L_CO_L,L/CO/L,S1_early_background,UCI309_laboratory,simulation,1,0,35,0,12,0,,0,0,35,0,0,0,0,0,0
116_Et_L_CO_L,L/CO/L,S2_possible_overlap,UCI309_laboratory,simulation,1,0,215,156,35,49,85.0,0,0,215,0,0,0,0,0,0
116_Et_L_CO_L,L/CO/L,S3_separate_events,UCI309_laboratory,simulation,1,0,215,156,12,0,,0,0,215,0,0,0,0,0,0
116_Et_L_CO_L,L/CO/L,S4_gas_dropout,UCI309_laboratory,simulation,1,0,215,144,35,37,85.0,0,10,205,0,0,10,0,0,0
116_Et_L_CO_L,L/CO/L,S4_person_dropout,UCI309_laboratory,simulation,1,0,215,156,25,39,85.0,0,10,205,0,0,0,10,0,0
116_Et_L_CO_L,L/CO/L,S4_wrong_zone,UCI309_laboratory,simulation,1,0,215,156,35,39,85.0,0,10,205,10,0,0,0,0,0
116_Et_L_CO_L,L/CO/L,S4_stale_gas,UCI309_laboratory,simulation,1,0,215,146,35,39,85.0,0,10,205,0,0,10,0,0,0
118_Et_L_CO_M,L/CO/M,S0_outside,UCI309_laboratory,simulation,1,0,215,154,0,0,,0,0,215,0,0,0,0,0,0
118_Et_L_CO_M,L/CO/M,S1_early_background,UCI309_laboratory,simulation,1,0,35,0,12,0,,0,0,35,0,0,0,0,0,0
118_Et_L_CO_M,L/CO/M,S2_possible_overlap,UCI309_laboratory,simulation,1,0,215,154,35,47,87.0,0,0,215,0,0,0,0,0,0
118_Et_L_CO_M,L/CO/M,S3_separate_events,UCI309_laboratory,simulation,1,0,215,154,12,0,,0,0,215,0,0,0,0,0,0
118_Et_L_CO_M,L/CO/M,S4_gas_dropout,UCI309_laboratory,simulation,1,0,215,142,35,35,87.0,0,10,205,0,0,10,0,0,0
118_Et_L_CO_M,L/CO/M,S4_person_dropout,UCI309_laboratory,simulation,1,0,215,154,25,37,87.0,0,10,205,0,0,0,10,0,0
118_Et_L_CO_M,L/CO/M,S4_wrong_zone,UCI309_laboratory,simulation,1,0,215,154,35,37,87.0,0,10,205,10,0,0,0,0,0
118_Et_L_CO_M,L/CO/M,S4_stale_gas,UCI309_laboratory,simulation,1,0,215,144,35,37,87.0,0,10,205,0,0,10,0,0,0
125_Et_M_Me_M,M/Me/M,S0_outside,UCI309_laboratory,simulation,1,0,215,155,0,0,,0,0,215,0,0,0,0,0,0
125_Et_M_Me_M,M/Me/M,S1_early_background,UCI309_laboratory,simulation,1,0,35,0,12,0,,0,0,35,0,0,0,0,0,0
125_Et_M_Me_M,M/Me/M,S2_possible_overlap,UCI309_laboratory,simulation,1,0,215,155,35,48,86.0,0,0,215,0,0,0,0,0,0
125_Et_M_Me_M,M/Me/M,S3_separate_events,UCI309_laboratory,simulation,1,0,215,155,12,0,,0,0,215,0,0,0,0,0,0
125_Et_M_Me_M,M/Me/M,S4_gas_dropout,UCI309_laboratory,simulation,1,0,215,143,35,36,86.0,0,10,205,0,0,10,0,0,0
125_Et_M_Me_M,M/Me/M,S4_person_dropout,UCI309_laboratory,simulation,1,0,215,155,25,38,86.0,0,10,205,0,0,0,10,0,0
125_Et_M_Me_M,M/Me/M,S4_wrong_zone,UCI309_laboratory,simulation,1,0,215,155,35,38,86.0,0,10,205,10,0,0,0,0,0
125_Et_M_Me_M,M/Me/M,S4_stale_gas,UCI309_laboratory,simulation,1,0,215,145,35,38,86.0,0,10,205,0,0,10,0,0,0
128_Et_n_CO_L,n/CO/L,S0_outside,UCI309_laboratory,simulation,1,0,215,144,0,0,,0,0,215,0,0,0,0,0,0
128_Et_n_CO_L,n/CO/L,S1_early_background,UCI309_laboratory,simulation,1,0,35,0,12,0,,0,0,35,0,0,0,0,0,0
128_Et_n_CO_L,n/CO/L,S2_possible_overlap,UCI309_laboratory,simulation,1,0,215,144,35,37,97.0,0,0,215,0,0,0,0,0,0
128_Et_n_CO_L,n/CO/L,S3_separate_events,UCI309_laboratory,simulation,1,0,215,144,12,0,,0,0,215,0,0,0,0,0,0
128_Et_n_CO_L,n/CO/L,S4_gas_dropout,UCI309_laboratory,simulation,1,0,215,132,35,25,97.0,0,10,205,0,0,10,0,0,0
128_Et_n_CO_L,n/CO/L,S4_person_dropout,UCI309_laboratory,simulation,1,0,215,144,25,27,97.0,0,10,205,0,0,0,10,0,0
128_Et_n_CO_L,n/CO/L,S4_wrong_zone,UCI309_laboratory,simulation,1,0,215,144,35,27,97.0,0,10,205,10,0,0,0,0,0
128_Et_n_CO_L,n/CO/L,S4_stale_gas,UCI309_laboratory,simulation,1,0,215,134,35,27,97.0,0,10,205,0,0,10,0,0,0
129_Et_H_Me_M,H/Me/M,S0_outside,UCI309_laboratory,simulation,1,0,215,158,0,0,,0,0,215,0,0,0,0,0,0
129_Et_H_Me_M,H/Me/M,S1_early_background,UCI309_laboratory,simulation,1,0,35,0,12,0,,0,0,35,0,0,0,0,0,0
129_Et_H_Me_M,H/Me/M,S2_possible_overlap,UCI309_laboratory,simulation,1,0,215,158,35,49,85.0,0,0,215,0,0,0,0,0,0
129_Et_H_Me_M,H/Me/M,S3_separate_events,UCI309_laboratory,simulation,1,0,215,158,12,0,,0,0,215,0,0,0,0,0,0
129_Et_H_Me_M,H/Me/M,S4_gas_dropout,UCI309_laboratory,simulation,1,0,215,146,35,37,85.0,0,10,205,0,0,10,0,0,0
129_Et_H_Me_M,H/Me/M,S4_person_dropout,UCI309_laboratory,simulation,1,0,215,158,25,39,85.0,0,10,205,0,0,0,10,0,0
129_Et_H_Me_M,H/Me/M,S4_wrong_zone,UCI309_laboratory,simulation,1,0,215,158,35,39,85.0,0,10,205,10,0,0,0,0,0
129_Et_H_Me_M,H/Me/M,S4_stale_gas,UCI309_laboratory,simulation,1,0,215,148,35,39,85.0,0,10,205,0,0,10,0,0,0
132_Et_H_CO_n,H/CO/n,S0_outside,UCI309_laboratory,simulation,1,0,215,159,0,0,,0,0,215,0,0,0,0,0,0
132_Et_H_CO_n,H/CO/n,S1_early_background,UCI309_laboratory,simulation,1,0,35,0,12,0,,0,0,35,0,0,0,0,0,0
132_Et_H_CO_n,H/CO/n,S2_possible_overlap,UCI309_laboratory,simulation,1,0,215,159,35,49,85.0,0,0,215,0,0,0,0,0,0
132_Et_H_CO_n,H/CO/n,S3_separate_events,UCI309_laboratory,simulation,1,0,215,159,12,0,,0,0,215,0,0,0,0,0,0
132_Et_H_CO_n,H/CO/n,S4_gas_dropout,UCI309_laboratory,simulation,1,0,215,147,35,37,85.0,0,10,205,0,0,10,0,0,0
132_Et_H_CO_n,H/CO/n,S4_person_dropout,UCI309_laboratory,simulation,1,0,215,159,25,39,85.0,0,10,205,0,0,0,10,0,0
132_Et_H_CO_n,H/CO/n,S4_wrong_zone,UCI309_laboratory,simulation,1,0,215,159,35,39,85.0,0,10,205,10,0,0,0,0,0
132_Et_H_CO_n,H/CO/n,S4_stale_gas,UCI309_laboratory,simulation,1,0,215,149,35,39,85.0,0,10,205,0,0,10,0,0,0
